S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2720,14/03/2020,Haryana,14,14,0,0
2721,15/03/2020,Haryana,14,14,0,0
2722,16/03/2020,Haryana,14,14,0,0
2723,17/03/2020,Haryana,15,15,0,0
2724,18/03/2020,Haryana,16,16,0,0
2725,19/03/2020,Haryana,17,17,0,0
2726,20/03/2020,Haryana,17,17,0,0
2727,21/03/2020,Haryana,17,17,0,0
2728,22/03/2020,Haryana,21,21,0,0
2729,23/03/2020,Haryana,26,26,0,0
2730,24/03/2020,Haryana,26,15,11,0
2731,25/03/2020,Haryana,28,17,11,0
2732,26/03/2020,Haryana,30,19,11,0
2733,27/03/2020,Haryana,30,19,11,0
2734,28/03/2020,Haryana,33,21,12,0
2735,29/03/2020,Haryana,33,21,12,0
2736,30/03/2020,Haryana,33,16,17,0
2737,31/03/2020,Haryana,40,19,21,0
2738,01/04/2020,Haryana,43,22,21,0
2739,02/04/2020,Haryana,43,22,21,0
2740,03/04/2020,Haryana,43,22,21,0
2741,04/04/2020,Haryana,49,25,24,0
2742,05/04/2020,Haryana,49,25,24,0
2743,06/04/2020,Haryana,84,58,25,1
2744,07/04/2020,Haryana,90,64,25,1
2745,08/04/2020,Haryana,147,116,28,3
2746,09/04/2020,Haryana,147,116,28,3
2747,10/04/2020,Haryana,169,137,29,3
2748,11/04/2020,Haryana,177,145,29,3
2749,12/04/2020,Haryana,177,145,29,3
2750,13/04/2020,Haryana,185,153,29,3
2751,14/04/2020,Haryana,185,153,29,3
2752,15/04/2020,Haryana,199,162,34,3
2753,16/04/2020,Haryana,205,159,43,3
2754,17/04/2020,Haryana,205,159,43,3
2755,18/04/2020,Haryana,225,179,43,3
2756,19/04/2020,Haryana,225,179,43,3
2757,20/04/2020,Haryana,233,143,87,3
2758,21/04/2020,Haryana,254,124,127,3
2759,22/04/2020,Haryana,254,124,127,3
2760,23/04/2020,Haryana,262,119,140,3
2761,24/04/2020,Haryana,272,113,156,3
2762,25/04/2020,Haryana,272,113,156,3
2763,26/04/2020,Haryana,289,110,176,3
2764,27/04/2020,Haryana,289,110,176,3
2765,28/04/2020,Haryana,296,110,183,3
2766,29/04/2020,Haryana,310,98,209,3
2767,30/04/2020,Haryana,310,98,209,3
2768,01/05/2020,Haryana,313,101,209,3
2769,02/05/2020,Haryana,360,129,227,4
2770,03/05/2020,Haryana,360,129,227,4
2771,04/05/2020,Haryana,442,192,245,5
2772,05/05/2020,Haryana,517,257,254,6
2773,06/05/2020,Haryana,548,286,256,6
2774,07/05/2020,Haryana,594,327,260,7
2775,08/05/2020,Haryana,625,358,260,7
2776,09/05/2020,Haryana,647,360,279,8
2777,10/05/2020,Haryana,675,376,290,9
2778,11/05/2020,Haryana,703,393,300,10
2779,12/05/2020,Haryana,730,382,337,11
2780,13/05/2020,Haryana,780,427,342,11
2781,14/05/2020,Haryana,793,364,418,11
2782,15/05/2020,Haryana,818,368,439,11
2783,16/05/2020,Haryana,818,368,439,11
2784,17/05/2020,Haryana,887,360,514,13
2785,18/05/2020,Haryana,910,334,562,14
2786,19/05/2020,Haryana,928,316,598,14
2787,20/05/2020,Haryana,964,323,627,14
2788,21/05/2020,Haryana,993,331,648,14
2789,22/05/2020,Haryana,1031,335,681,15
2790,23/05/2020,Haryana,1067,345,706,16
2791,24/05/2020,Haryana,1131,365,750,16
2792,25/05/2020,Haryana,1184,403,765,16
2793,26/05/2020,Haryana,1184,403,765,16
2794,27/05/2020,Haryana,1305,464,824,17
2795,28/05/2020,Haryana,1381,525,838,18
2796,29/05/2020,Haryana,1504,604,881,19
2797,30/05/2020,Haryana,1721,762,940,19
2798,31/05/2020,Haryana,1923,932,971,20
2799,01/06/2020,Haryana,2091,1023,1048,20
2800,02/06/2020,Haryana,2356,1280,1055,21
2801,03/06/2020,Haryana,2652,1560,1069,23
2802,04/06/2020,Haryana,2954,1842,1089,23
2803,05/06/2020,Haryana,3281,1123,2134,24
2804,06/06/2020,Haryana,3597,1439,2134,24
2805,07/06/2020,Haryana,3952,1794,2134,24
2806,08/06/2020,Haryana,4448,2286,2134,28
2807,09/06/2020,Haryana,4854,2681,2134,39
2808,10/06/2020,Haryana,5209,3030,2134,45
2809,11/06/2020,Haryana,5579,3339,2188,52
2810,12/06/2020,Haryana,5968,3644,2260,64
2811,13/06/2020,Haryana,6334,3789,2475,70
2812,14/06/2020,Haryana,6749,3868,2803,78
2813,15/06/2020,Haryana,7208,4117,3003,88
2814,16/06/2020,Haryana,7722,4057,3565,100
2815,17/06/2020,Haryana,8272,4406,3748,118
2816,18/06/2020,Haryana,8832,4750,3952,130
2817,19/06/2020,Haryana,9218,4528,4556,134
2818,20/06/2020,Haryana,9743,4710,4889,144
2819,21/06/2020,Haryana,10223,4946,5128,149
2820,22/06/2020,Haryana,10635,4918,5557,160
2821,23/06/2020,Haryana,11025,4940,5916,169
2822,24/06/2020,Haryana,11520,4844,6498,178
2823,25/06/2020,Haryana,12010,4897,6925,188
2824,26/06/2020,Haryana,12463,4885,7380,198
2825,27/06/2020,Haryana,12884,4657,8016,211
2826,28/06/2020,Haryana,13427,4737,8472,218
2827,29/06/2020,Haryana,13829,4689,8917,223
2828,30/06/2020,Haryana,14210,4476,9502,232
2829,01/07/2020,Haryana,14548,4340,9972,236
2830,02/07/2020,Haryana,14941,4202,10499,240
2831,03/07/2020,Haryana,15509,4239,11019,251
2832,04/07/2020,Haryana,16003,4057,11691,255
2833,05/07/2020,Haryana,16548,4031,12257,260
2834,06/07/2020,Haryana,17005,3796,12944,265
2835,07/07/2020,Haryana,17504,3893,13335,276
2836,08/07/2020,Haryana,17999,4075,13645,279
2837,09/07/2020,Haryana,18690,4302,14106,282
2838,10/07/2020,Haryana,19369,4572,14510,287
2839,11/07/2020,Haryana,19934,4740,14904,290
2840,12/07/2020,Haryana,20582,4891,15394,297
2841,13/07/2020,Haryana,21240,4956,15983,301
2842,14/07/2020,Haryana,21894,4984,16602,308
2843,15/07/2020,Haryana,22628,5226,17090,312
2844,16/07/2020,Haryana,23306,5320,17667,319
2845,17/07/2020,Haryana,24002,5495,18185,322
2846,18/07/2020,Haryana,24797,5752,18718,327
2847,19/07/2020,Haryana,25547,5885,19318,344
2848,20/07/2020,Haryana,26164,6022,19793,349
2849,21/07/2020,Haryana,26858,6277,20226,355
2850,22/07/2020,Haryana,27462,6146,20952,364
2851,23/07/2020,Haryana,28186,6117,21697,372
2852,24/07/2020,Haryana,28975,6348,22249,378
2853,25/07/2020,Haryana,29755,6420,22953,382
2854,26/07/2020,Haryana,30538,6495,23654,389
2855,27/07/2020,Haryana,31332,6556,24384,392
2856,28/07/2020,Haryana,32127,6684,25046,397
2857,29/07/2020,Haryana,32876,6712,25758,406
2858,30/07/2020,Haryana,33631,6798,26420,413
2859,31/07/2020,Haryana,34254,6497,27340,417
2860,01/08/2020,Haryana,34965,6317,28227,421
2861,02/08/2020,Haryana,35758,6250,29080,428
2862,03/08/2020,Haryana,36519,6396,29690,433
2863,04/08/2020,Haryana,37173,6263,30470,440
2864,05/08/2020,Haryana,37796,6122,31226,448
2865,06/08/2020,Haryana,38548,6133,31960,455
2866,07/08/2020,Haryana,39303,6205,32640,458
2867,08/08/2020,Haryana,40054,6143,33444,467
2868,09/08/2020,Haryana,40843,6338,34031,474
2869,10/08/2020,Haryana,41635,6371,34781,483
2870,11/08/2020,Haryana,42429,6448,35492,489
2871,12/08/2020,Haryana,43227,6645,36082,500
2872,13/08/2020,Haryana,44024,6827,36694,503
2873,14/08/2020,Haryana,44817,6820,37486,511
2874,15/08/2020,Haryana,45614,6748,38348,518
2875,16/08/2020,Haryana,46410,6943,38939,528
2876,17/08/2020,Haryana,47153,7014,39601,538
2877,18/08/2020,Haryana,48040,6880,40610,550
2878,19/08/2020,Haryana,48936,7081,41298,557
2879,20/08/2020,Haryana,49930,7307,42056,567
2880,21/08/2020,Haryana,50926,7555,42793,578
2881,22/08/2020,Haryana,52129,8131,43413,585
2882,23/08/2020,Haryana,53290,8680,44013,597
2883,24/08/2020,Haryana,54386,8961,44822,603
2884,25/08/2020,Haryana,55460,9442,45405,613
2885,26/08/2020,Haryana,56608,9489,46496,623
2886,27/08/2020,Haryana,58005,9758,47613,634
2887,28/08/2020,Haryana,59298,9962,48690,646
2888,29/08/2020,Haryana,60596,10225,49710,661
2889,30/08/2020,Haryana,61987,10606,50711,670
2890,31/08/2020,Haryana,63282,10980,51620,682
2891,01/09/2020,Haryana,64732,11371,52672,689
2892,02/09/2020,Haryana,66426,11885,53835,706
2893,03/09/2020,Haryana,68218,12622,54875,721
2894,04/09/2020,Haryana,70099,13470,55889,740
2895,05/09/2020,Haryana,71983,14053,57171,759
2896,06/09/2020,Haryana,74272,14911,58580,781
2897,07/09/2020,Haryana,76549,15692,60051,806
2898,08/09/2020,Haryana,78773,16333,61611,829
2899,09/09/2020,Haryana,81059,16890,63315,854
2900,10/09/2020,Haryana,83353,17328,65143,882
2901,11/09/2020,Haryana,85944,18332,66705,907
2902,12/09/2020,Haryana,88332,18875,68525,932
2903,13/09/2020,Haryana,91115,19446,70713,956
2904,14/09/2020,Haryana,93641,20079,72587,975
2905,15/09/2020,Haryana,96129,20417,74712,1000
2906,16/09/2020,Haryana,98622,20430,77166,1026
2907,17/09/2020,Haryana,101316,21334,78937,1045
2908,18/09/2020,Haryana,103773,21014,81690,1069
2909,19/09/2020,Haryana,106261,21291,83878,1092
2910,20/09/2020,Haryana,108952,21682,86150,1120
2911,21/09/2020,Haryana,111257,21411,88697,1149
2912,22/09/2020,Haryana,113075,21014,90884,1177
2913,23/09/2020,Haryana,114870,19888,93776,1206
2914,24/09/2020,Haryana,116856,19276,96347,1233
2915,25/09/2020,Haryana,118554,18889,98410,1255
2916,26/09/2020,Haryana,120578,18032,101273,1273
2917,27/09/2020,Haryana,122267,17149,103827,1291
2918,28/09/2020,Haryana,123782,16485,105990,1307
2919,29/09/2020,Haryana,125412,15670,108411,1331
2920,30/09/2020,Haryana,126974,14804,110814,1356
2921,01/10/2020,Haryana,128599,14340,112877,1382
2922,02/10/2020,Haryana,129912,13472,115038,1402
2923,03/10/2020,Haryana,131388,13247,116716,1425
2924,04/10/2020,Haryana,132576,12868,118258,1450
2925,05/10/2020,Haryana,133878,12067,120341,1470
2926,06/10/2020,Haryana,134909,11822,121596,1491
2927,07/10/2020,Haryana,136115,11320,123286,1509
2928,08/10/2020,Haryana,137398,11029,124841,1528
2929,09/10/2020,Haryana,138682,10867,126267,1548
2930,10/10/2020,Haryana,139932,10830,127540,1562
2931,11/10/2020,Haryana,141090,10677,128841,1572
2932,12/10/2020,Haryana,142155,10573,130003,1579
2933,13/10/2020,Haryana,143221,10401,131228,1592
2934,14/10/2020,Haryana,144302,10319,132382,1601
2935,15/10/2020,Haryana,145507,10187,133706,1614
2936,16/10/2020,Haryana,146706,10364,134719,1623
2937,17/10/2020,Haryana,147933,10441,135858,1634
2938,18/10/2020,Haryana,149081,10265,137176,1640
2939,19/10/2020,Haryana,150033,10042,138351,1640
2940,20/10/2020,Haryana,151234,10075,139511,1648
2941,21/10/2020,Haryana,152174,10078,140436,1660
2942,22/10/2020,Haryana,153367,10187,141506,1674
2943,23/10/2020,Haryana,154495,10009,142798,1688
2944,24/10/2020,Haryana,155765,10082,143978,1705
2945,25/10/2020,Haryana,157064,10148,145196,1720
2946,26/10/2020,Haryana,158304,10295,146282,1727
2947,27/10/2020,Haryana,159457,10154,147566,1737
2948,28/10/2020,Haryana,160705,10452,148503,1750
2949,29/10/2020,Haryana,162223,11014,149451,1758
2950,30/10/2020,Haryana,163817,11391,150660,1766
2951,31/10/2020,Haryana,165467,11851,151839,1777
2952,01/11/2020,Haryana,167210,12191,153230,1789
2953,02/11/2020,Haryana,168880,12634,154451,1795
2954,03/11/2020,Haryana,170446,12919,155717,1810
2955,04/11/2020,Haryana,172130,13338,156975,1817
2956,05/11/2020,Haryana,174082,14110,158136,1836
2957,06/11/2020,Haryana,176146,14644,159643,1859
2958,21/03/2020,Himachal Pradesh,2,2,0,0
2959,22/03/2020,Himachal Pradesh,2,2,0,0
2960,23/03/2020,Himachal Pradesh,2,2,0,0
2961,24/03/2020,Himachal Pradesh,3,2,0,1
2962,25/03/2020,Himachal Pradesh,3,2,0,1
2963,26/03/2020,Himachal Pradesh,3,2,0,1
2964,27/03/2020,Himachal Pradesh,3,2,0,1
2965,28/03/2020,Himachal Pradesh,3,2,0,1
2966,29/03/2020,Himachal Pradesh,3,2,0,1
2967,30/03/2020,Himachal Pradesh,3,2,0,1
2968,31/03/2020,Himachal Pradesh,3,2,0,1
2969,01/04/2020,Himachal Pradesh,3,2,0,1
2970,02/04/2020,Himachal Pradesh,3,1,1,1
2971,03/04/2020,Himachal Pradesh,6,4,1,1
2972,04/04/2020,Himachal Pradesh,6,4,1,1
2973,05/04/2020,Himachal Pradesh,6,4,1,1
2974,06/04/2020,Himachal Pradesh,13,11,1,1
2975,07/04/2020,Himachal Pradesh,13,10,2,1
2976,08/04/2020,Himachal Pradesh,18,15,2,1
2977,09/04/2020,Himachal Pradesh,18,15,2,1
2978,10/04/2020,Himachal Pradesh,18,15,2,1
2979,11/04/2020,Himachal Pradesh,28,21,6,1
2980,12/04/2020,Himachal Pradesh,32,25,6,1
2981,13/04/2020,Himachal Pradesh,32,18,13,1
2982,14/04/2020,Himachal Pradesh,32,18,13,1
2983,15/04/2020,Himachal Pradesh,33,19,13,1
2984,16/04/2020,Himachal Pradesh,35,18,16,1
2985,17/04/2020,Himachal Pradesh,35,18,16,1
2986,18/04/2020,Himachal Pradesh,36,19,16,1
2987,19/04/2020,Himachal Pradesh,39,22,16,1
2988,20/04/2020,Himachal Pradesh,39,22,16,1
2989,21/04/2020,Himachal Pradesh,39,22,16,1
2990,22/04/2020,Himachal Pradesh,39,22,16,1
2991,23/04/2020,Himachal Pradesh,40,21,18,1
2992,24/04/2020,Himachal Pradesh,40,21,18,1
2993,25/04/2020,Himachal Pradesh,40,21,18,1
2994,26/04/2020,Himachal Pradesh,40,17,22,1
2995,27/04/2020,Himachal Pradesh,40,17,22,1
2996,28/04/2020,Himachal Pradesh,40,17,22,1
2997,29/04/2020,Himachal Pradesh,40,14,25,1
2998,30/04/2020,Himachal Pradesh,40,14,25,1
2999,01/05/2020,Himachal Pradesh,40,11,28,1
3000,02/05/2020,Himachal Pradesh,40,9,30,1
3001,03/05/2020,Himachal Pradesh,40,6,33,1
3002,04/05/2020,Himachal Pradesh,40,5,34,1
3003,05/05/2020,Himachal Pradesh,41,6,34,1
3004,06/05/2020,Himachal Pradesh,42,2,38,2
3005,07/05/2020,Himachal Pradesh,45,5,38,2
3006,08/05/2020,Himachal Pradesh,46,6,38,2
3007,09/05/2020,Himachal Pradesh,50,10,38,2
3008,10/05/2020,Himachal Pradesh,50,10,38,2
3009,11/05/2020,Himachal Pradesh,55,14,39,2
3010,12/05/2020,Himachal Pradesh,59,18,39,2
3011,13/05/2020,Himachal Pradesh,65,24,39,2
3012,14/05/2020,Himachal Pradesh,66,25,39,2
3013,15/05/2020,Himachal Pradesh,74,33,39,2
3014,16/05/2020,Himachal Pradesh,76,34,39,3
3015,17/05/2020,Himachal Pradesh,78,32,43,3
3016,18/05/2020,Himachal Pradesh,80,33,44,3
3017,19/05/2020,Himachal Pradesh,90,43,44,3
3018,20/05/2020,Himachal Pradesh,92,42,47,3
3019,21/05/2020,Himachal Pradesh,110,53,54,3
3020,22/05/2020,Himachal Pradesh,152,90,59,3
3021,23/05/2020,Himachal Pradesh,168,106,59,3
3022,24/05/2020,Himachal Pradesh,185,121,61,3
3023,25/05/2020,Himachal Pradesh,203,137,63,3
3024,26/05/2020,Himachal Pradesh,223,151,67,5
3025,27/05/2020,Himachal Pradesh,247,175,67,5
3026,28/05/2020,Himachal Pradesh,273,198,70,5
3027,29/05/2020,Himachal Pradesh,276,201,70,5
3028,30/05/2020,Himachal Pradesh,295,203,87,5
3029,31/05/2020,Himachal Pradesh,313,197,111,5
3030,01/06/2020,Himachal Pradesh,331,206,120,5
3031,02/06/2020,Himachal Pradesh,340,213,122,5
3032,03/06/2020,Himachal Pradesh,345,200,140,5
3033,04/06/2020,Himachal Pradesh,359,204,150,5
3034,05/06/2020,Himachal Pradesh,383,199,179,5
3035,06/06/2020,Himachal Pradesh,393,199,189,5
3036,07/06/2020,Himachal Pradesh,400,201,194,5
3037,08/06/2020,Himachal Pradesh,413,184,224,5
3038,09/06/2020,Himachal Pradesh,421,189,227,5
3039,10/06/2020,Himachal Pradesh,445,191,249,5
3040,11/06/2020,Himachal Pradesh,451,191,254,6
3041,12/06/2020,Himachal Pradesh,470,184,280,6
3042,13/06/2020,Himachal Pradesh,486,183,297,6
3043,14/06/2020,Himachal Pradesh,502,183,313,6
3044,15/06/2020,Himachal Pradesh,518,174,337,7
3045,16/06/2020,Himachal Pradesh,556,195,353,8
3046,17/06/2020,Himachal Pradesh,560,180,372,8
3047,18/06/2020,Himachal Pradesh,569,189,372,8
3048,19/06/2020,Himachal Pradesh,595,205,382,8
3049,20/06/2020,Himachal Pradesh,619,223,388,8
3050,21/06/2020,Himachal Pradesh,656,235,413,8
3051,22/06/2020,Himachal Pradesh,673,240,425,8
3052,23/06/2020,Himachal Pradesh,727,282,437,8
3053,24/06/2020,Himachal Pradesh,775,324,443,8
3054,25/06/2020,Himachal Pradesh,806,332,466,8
3055,26/06/2020,Himachal Pradesh,839,353,477,9
3056,27/06/2020,Himachal Pradesh,864,353,502,9
3057,28/06/2020,Himachal Pradesh,894,376,509,9
3058,29/06/2020,Himachal Pradesh,916,378,529,9
3059,30/06/2020,Himachal Pradesh,942,377,556,9
3060,01/07/2020,Himachal Pradesh,953,363,580,10
3061,02/07/2020,Himachal Pradesh,979,355,614,10
3062,03/07/2020,Himachal Pradesh,1014,376,628,10
3063,04/07/2020,Himachal Pradesh,1033,356,667,10
3064,05/07/2020,Himachal Pradesh,1046,331,704,11
3065,06/07/2020,Himachal Pradesh,1063,315,737,11
3066,07/07/2020,Himachal Pradesh,1077,303,763,11
3067,08/07/2020,Himachal Pradesh,1083,282,790,11
3068,09/07/2020,Himachal Pradesh,1101,257,833,11
3069,10/07/2020,Himachal Pradesh,1140,283,846,11
3070,11/07/2020,Himachal Pradesh,1171,277,883,11
3071,12/07/2020,Himachal Pradesh,1182,263,908,11
3072,13/07/2020,Himachal Pradesh,1213,273,929,11
3073,14/07/2020,Himachal Pradesh,1243,292,940,11
3074,15/07/2020,Himachal Pradesh,1309,347,951,11
3075,16/07/2020,Himachal Pradesh,1341,351,979,11
3076,17/07/2020,Himachal Pradesh,1377,382,984,11
3077,18/07/2020,Himachal Pradesh,1417,382,1024,11
3078,19/07/2020,Himachal Pradesh,1457,410,1036,11
3079,20/07/2020,Himachal Pradesh,1483,413,1059,11
3080,21/07/2020,Himachal Pradesh,1631,553,1067,11
3081,22/07/2020,Himachal Pradesh,1664,576,1077,11
3082,23/07/2020,Himachal Pradesh,1725,609,1105,11
3083,24/07/2020,Himachal Pradesh,1834,687,1136,11
3084,25/07/2020,Himachal Pradesh,1954,798,1145,11
3085,26/07/2020,Himachal Pradesh,2049,865,1173,11
3086,27/07/2020,Himachal Pradesh,2176,966,1198,12
3087,28/07/2020,Himachal Pradesh,2270,1040,1216,14
3088,29/07/2020,Himachal Pradesh,2330,1082,1234,14
3089,30/07/2020,Himachal Pradesh,2403,1057,1332,14
3090,31/07/2020,Himachal Pradesh,2506,1105,1387,14
3091,01/08/2020,Himachal Pradesh,2564,1091,1459,14
3092,02/08/2020,Himachal Pradesh,2634,1118,1502,14
3093,03/08/2020,Himachal Pradesh,2703,1130,1559,14
3094,04/08/2020,Himachal Pradesh,2818,1146,1658,14
3095,05/08/2020,Himachal Pradesh,2879,1155,1710,14
3096,06/08/2020,Himachal Pradesh,2916,1140,1762,14
3097,07/08/2020,Himachal Pradesh,3047,1168,1865,14
3098,08/08/2020,Himachal Pradesh,3150,1182,1954,14
3099,09/08/2020,Himachal Pradesh,3264,1169,2081,14
3100,10/08/2020,Himachal Pradesh,3371,1175,2181,15
3101,11/08/2020,Himachal Pradesh,3463,1241,2205,17
3102,12/08/2020,Himachal Pradesh,3497,1206,2273,18
3103,13/08/2020,Himachal Pradesh,3636,1256,2362,18
3104,14/08/2020,Himachal Pradesh,3816,1362,2435,19
3105,15/08/2020,Himachal Pradesh,3874,1304,2551,19
3106,16/08/2020,Himachal Pradesh,3993,1342,2632,19
3107,17/08/2020,Himachal Pradesh,4156,1417,2720,19
3108,18/08/2020,Himachal Pradesh,4174,1321,2834,19
3109,19/08/2020,Himachal Pradesh,4235,1293,2923,19
3110,20/08/2020,Himachal Pradesh,4411,1400,2992,19
3111,21/08/2020,Himachal Pradesh,4538,1430,3085,23
3112,22/08/2020,Himachal Pradesh,4728,1469,3234,25
3113,23/08/2020,Himachal Pradesh,4895,1525,3341,29
3114,24/08/2020,Himachal Pradesh,5001,1511,3461,29
3115,25/08/2020,Himachal Pradesh,5101,1488,3584,29
3116,26/08/2020,Himachal Pradesh,5154,1376,3748,30
3117,27/08/2020,Himachal Pradesh,5321,1479,3810,32
3118,28/08/2020,Himachal Pradesh,5501,1460,4008,33
3119,29/08/2020,Himachal Pradesh,5637,1455,4149,33
3120,30/08/2020,Himachal Pradesh,5781,1439,4308,34
3121,31/08/2020,Himachal Pradesh,5945,1460,4450,35
3122,01/09/2020,Himachal Pradesh,6116,1563,4515,38
3123,02/09/2020,Himachal Pradesh,6255,1527,4688,40
3124,03/09/2020,Himachal Pradesh,6416,1613,4760,43
3125,04/09/2020,Himachal Pradesh,6615,1708,4859,48
3126,05/09/2020,Himachal Pradesh,6830,1815,4965,50
3127,06/09/2020,Himachal Pradesh,7018,1978,4986,54
3128,07/09/2020,Himachal Pradesh,7415,2176,5184,55
3129,08/09/2020,Himachal Pradesh,7660,2234,5370,56
3130,09/09/2020,Himachal Pradesh,7831,2326,5445,60
3131,10/09/2020,Himachal Pradesh,8147,2487,5597,63
3132,11/09/2020,Himachal Pradesh,8466,2723,5677,66
3133,12/09/2020,Himachal Pradesh,8784,2874,5839,71
3134,13/09/2020,Himachal Pradesh,9229,3194,5962,73
3135,14/09/2020,Himachal Pradesh,9555,3364,6114,77
3136,15/09/2020,Himachal Pradesh,9923,3659,6182,82
3137,16/09/2020,Himachal Pradesh,10335,3801,6444,90
3138,17/09/2020,Himachal Pradesh,10795,4146,6558,91
3139,18/09/2020,Himachal Pradesh,11190,4146,6946,98
3140,19/09/2020,Himachal Pradesh,11622,4430,7081,111
3141,20/09/2020,Himachal Pradesh,11908,4308,7484,116
3142,21/09/2020,Himachal Pradesh,12129,4444,7565,120
3143,22/09/2020,Himachal Pradesh,12438,4458,7853,127
3144,23/09/2020,Himachal Pradesh,12769,4124,8511,134
3145,24/09/2020,Himachal Pradesh,13049,3950,8959,140
3146,25/09/2020,Himachal Pradesh,13386,3984,9252,150
3147,26/09/2020,Himachal Pradesh,13679,3976,9546,157
3148,27/09/2020,Himachal Pradesh,13996,4104,9728,164
3149,28/09/2020,Himachal Pradesh,14191,3657,10359,175
3150,29/09/2020,Himachal Pradesh,14457,3650,10627,180
3151,30/09/2020,Himachal Pradesh,14747,3573,10991,183
3152,01/10/2020,Himachal Pradesh,14976,3400,11390,186
3153,02/10/2020,Himachal Pradesh,15219,3416,11608,195
3154,03/10/2020,Himachal Pradesh,15454,3256,11996,202
3155,04/10/2020,Himachal Pradesh,15695,3292,12193,210
3156,05/10/2020,Himachal Pradesh,15851,3273,12361,217
3157,06/10/2020,Himachal Pradesh,16033,3156,12653,224
3158,07/10/2020,Himachal Pradesh,16283,3136,12918,229
3159,08/10/2020,Himachal Pradesh,16565,2996,13338,231
3160,09/10/2020,Himachal Pradesh,16778,2943,13597,238
3161,10/10/2020,Himachal Pradesh,16977,2856,13876,245
3162,11/10/2020,Himachal Pradesh,17244,2718,14278,248
3163,12/10/2020,Himachal Pradesh,17408,2687,14471,250
3164,13/10/2020,Himachal Pradesh,17578,2637,14690,251
3165,14/10/2020,Himachal Pradesh,17762,2507,15001,254
3166,15/10/2020,Himachal Pradesh,18008,2520,15233,255
3167,16/10/2020,Himachal Pradesh,18303,2654,15389,260
3168,17/10/2020,Himachal Pradesh,18522,2642,15618,262
3169,18/10/2020,Himachal Pradesh,18797,2680,15852,265
3170,19/10/2020,Himachal Pradesh,18967,2630,16069,268
3171,20/10/2020,Himachal Pradesh,19135,2593,16270,272
3172,21/10/2020,Himachal Pradesh,19357,2596,16487,274
3173,22/10/2020,Himachal Pradesh,19621,2636,16706,279
3174,23/10/2020,Himachal Pradesh,19844,2623,16937,284
3175,24/10/2020,Himachal Pradesh,20040,2620,17135,285
3176,25/10/2020,Himachal Pradesh,20213,2605,17318,290
3177,26/10/2020,Himachal Pradesh,20370,2489,17590,291
3178,27/10/2020,Himachal Pradesh,20586,2511,17782,293
3179,28/10/2020,Himachal Pradesh,20817,2521,17998,298
3180,29/10/2020,Himachal Pradesh,21149,2646,18203,300
3181,30/10/2020,Himachal Pradesh,21476,2768,18402,306
3182,31/10/2020,Himachal Pradesh,21798,2891,18595,312
3183,01/11/2020,Himachal Pradesh,22059,2880,18862,317
3184,02/11/2020,Himachal Pradesh,22264,2973,18965,326
3185,03/11/2020,Himachal Pradesh,22598,2958,19304,336
3186,04/11/2020,Himachal Pradesh,22932,3119,19469,344
3187,05/11/2020,Himachal Pradesh,23365,3431,19579,355
3188,06/11/2020,Himachal Pradesh,23809,3668,19780,361
3189,12/03/2020,Jammu and Kashmir,1,1,0,0
3190,13/03/2020,Jammu and Kashmir,1,1,0,0
3191,14/03/2020,Jammu and Kashmir,2,2,0,0
3192,15/03/2020,Jammu and Kashmir,2,2,0,0
3193,16/03/2020,Jammu and Kashmir,3,3,0,0
3194,17/03/2020,Jammu and Kashmir,3,3,0,0
3195,18/03/2020,Jammu and Kashmir,3,3,0,0
3196,19/03/2020,Jammu and Kashmir,4,4,0,0
3197,20/03/2020,Jammu and Kashmir,4,4,0,0
3198,21/03/2020,Jammu and Kashmir,4,4,0,0
3199,22/03/2020,Jammu and Kashmir,4,4,0,0
3200,23/03/2020,Jammu and Kashmir,4,4,0,0
3201,24/03/2020,Jammu and Kashmir,4,4,0,0
3202,25/03/2020,Jammu and Kashmir,4,4,0,0
3203,26/03/2020,Jammu and Kashmir,11,10,1,0
3204,27/03/2020,Jammu and Kashmir,13,11,1,1
3205,28/03/2020,Jammu and Kashmir,20,18,1,1
3206,29/03/2020,Jammu and Kashmir,31,29,1,1
3207,30/03/2020,Jammu and Kashmir,31,28,1,2
3208,31/03/2020,Jammu and Kashmir,54,50,2,2
3209,01/04/2020,Jammu and Kashmir,55,51,2,2
3210,02/04/2020,Jammu and Kashmir,62,58,2,2
3211,03/04/2020,Jammu and Kashmir,70,65,3,2
3212,04/04/2020,Jammu and Kashmir,75,70,3,2
3213,05/04/2020,Jammu and Kashmir,92,86,4,2
3214,06/04/2020,Jammu and Kashmir,106,100,4,2
